Team 1,Team 2,Winner,Margin,Ground,Match Date,ID
Namibia,New Zealand,New Zealand,52 runs,Sharjah,5-Nov-21,1394
Botswana,Cameroon,Botswana,9 wickets,Rwanda,5-Nov-21,1393
Sri Lanka,West Indies,Sri Lanka,20 runs,Abu Dhabi,4-Nov-21,1392
Australia,Bangladesh,Australia,8 wickets,Dubai (DICS),4-Nov-21,1391
Afghanistan,India,India,66 runs,Abu Dhabi,3-Nov-21,1390
Sierra Leone,Tanzania,Tanzania,8 wickets,Rwanda,3-Nov-21,1389
New Zealand,Scotland,New Zealand,16 runs,Dubai (DICS),3-Nov-21,1388
Cameroon,Mozambique,Mozambique,171 runs,Rwanda,3-Nov-21,1387
Namibia,Pakistan,Pakistan,45 runs,Abu Dhabi,2-Nov-21,1386
Mozambique,Tanzania,Tanzania,87 runs,Rwanda,2-Nov-21,1385
Bangladesh,South Africa,South Africa,6 wickets,Abu Dhabi,2-Nov-21,1384
Botswana,Sierra Leone,Botswana,72 runs,Rwanda,2-Nov-21,1383
England,Sri Lanka,England,26 runs,Sharjah,1-Nov-21,1382
India,New Zealand,New Zealand,8 wickets,Dubai (DICS),31-Oct-21,1381
Afghanistan,Namibia,Afghanistan,62 runs,Abu Dhabi,31-Oct-21,1380
Australia,England,England,8 wickets,Dubai (DICS),30-Oct-21,1379
South Africa,Sri Lanka,South Africa,4 wickets,Sharjah,30-Oct-21,1378
Afghanistan,Pakistan,Pakistan,5 wickets,Dubai (DICS),29-Oct-21,1377
Qatar,Kuwait,Qatar,2 wickets,Doha,29-Oct-21,1376
Bangladesh,West Indies,West Indies,3 runs,Sharjah,29-Oct-21,1375
Bahrain,Saudi Arabia,Bahrain,18 runs,Doha,28-Oct-21,1374
Australia,Sri Lanka,Australia,7 wickets,Dubai (DICS),28-Oct-21,1373
Kuwait,Maldives,Kuwait,5 wickets,Doha,28-Oct-21,1372
Namibia,Scotland,Namibia,4 wickets,Abu Dhabi,27-Oct-21,1371
Qatar,Saudi Arabia,Qatar,5 wickets,Doha,27-Oct-21,1370
Bangladesh,England,England,8 wickets,Abu Dhabi,27-Oct-21,1369
Bahrain,Maldives,Bahrain,7 wickets,Doha,27-Oct-21,1368
New Zealand,Pakistan,Pakistan,5 wickets,Sharjah,26-Oct-21,1367
South Africa,West Indies,South Africa,8 wickets,Dubai (DICS),26-Oct-21,1366
Nigeria,Sierra Leone,Nigeria,36 runs,Lagos,26-Oct-21,1365
Afghanistan,Scotland,Afghanistan,130 runs,Sharjah,25-Oct-21,1364
Malta,Gibraltar,tied,-,Marsa,25-Oct-21,1363
Kuwait,Saudi Arabia,Saudi Arabia,4 wickets,Doha,25-Oct-21,1362
India,Pakistan,Pakistan,10 wickets,Dubai (DICS),24-Oct-21,1361
Nigeria,Sierra Leone,Nigeria,19 runs,Lagos,24-Oct-21,1360
Malta,Switzerland,Malta,6 runs,Marsa,24-Oct-21,1359
Qatar,Maldives,Qatar,98 runs,Doha,24-Oct-21,1358
Bangladesh,Sri Lanka,Sri Lanka,5 wickets,Sharjah,24-Oct-21,1357
Bulgaria,Gibraltar,Bulgaria,6 wickets,Marsa,24-Oct-21,1356
Bahrain,Kuwait,Kuwait,6 wickets,Doha,24-Oct-21,1355
England,West Indies,England,6 wickets,Dubai (DICS),23-Oct-21,1354
Malta,Bulgaria,Malta,6 wickets,Marsa,23-Oct-21,1353
Maldives,Saudi Arabia,Saudi Arabia,7 wickets,Doha,23-Oct-21,1352
Australia,South Africa,Australia,5 wickets,Abu Dhabi,23-Oct-21,1351
Malta,Switzerland,Switzerland,8 runs,Marsa,23-Oct-21,1350
Nigeria,Sierra Leone,Nigeria,9 wickets,Lagos,23-Oct-21,1349
Bulgaria,Gibraltar,Gibraltar,37 runs,Marsa,23-Oct-21,1348
Qatar,Bahrain,Bahrain,8 wickets,Doha,23-Oct-21,1347
Netherlands,Sri Lanka,Sri Lanka,8 wickets,Sharjah,22-Oct-21,1346
Bulgaria,Switzerland,Switzerland,8 wickets,Marsa,22-Oct-21,1345
Rwanda,Malawi,Malawi,24 runs,Rwanda,22-Oct-21,1344
Seychelles,Uganda,Uganda,95 runs,Kigali,22-Oct-21,1343
Ireland,Namibia,Namibia,8 wickets,Sharjah,22-Oct-21,1342
Gibraltar,Switzerland,Switzerland,9 wickets,Marsa,22-Oct-21,1341
Rwanda,Swaziland,Rwanda,7 wickets,Rwanda,22-Oct-21,1340
Lesotho,Malawi,Malawi,22 runs,Kigali,22-Oct-21,1339
Oman,Scotland,Scotland,8 wickets,Al Amerat,21-Oct-21,1338
Denmark,Jersey,Jersey,4 wickets,Almeria,21-Oct-21,1337
Nigeria,Sierra Leone,Nigeria,69 runs,Lagos,21-Oct-21,1336
Malta,Gibraltar,Malta,61 runs,Marsa,21-Oct-21,1335
Bangladesh,P.N.G.,Bangladesh,84 runs,Al Amerat,21-Oct-21,1334
Germany,Italy,Italy,1 run,Almeria,21-Oct-21,1333
Ghana,Uganda,Uganda,79 runs,Rwanda,21-Oct-21,1332
Ireland,Sri Lanka,Sri Lanka,70 runs,Abu Dhabi,20-Oct-21,1331
Denmark,Germany,Germany,12 runs,Almeria,20-Oct-21,1330
Seychelles,Swaziland,Seychelles,7 wickets,Rwanda,20-Oct-21,1329
Rwanda,Lesotho,Rwanda,22 runs,Kigali,"Oct 20-21, 2021",1328
Namibia,Netherlands,Namibia,6 wickets,Abu Dhabi,20-Oct-21,1327
Nigeria,Sierra Leone,Nigeria,6 runs,Lagos,20-Oct-21,1326
Italy,Jersey,Jersey,8 wickets,Almeria,20-Oct-21,1325
Malawi,Seychelles,Malawi,21 runs,Rwanda,20-Oct-21,1324
Ghana,Swaziland,Ghana,7 wickets,Kigali,20-Oct-21,1323
Oman,Bangladesh,Bangladesh,26 runs,Al Amerat,19-Oct-21,1322
Germany,Jersey,Jersey,4 wickets,Almeria,19-Oct-21,1321
Rwanda,Seychelles,Rwanda,78 runs,Rwanda,19-Oct-21,1320
Swaziland,Uganda,Uganda,6 wickets,Kigali,19-Oct-21,1319
P.N.G.,Scotland,Scotland,17 runs,Al Amerat,19-Oct-21,1318
Nigeria,Sierra Leone,Sierra Leone,6 wickets,Lagos,19-Oct-21,1317
Denmark,Italy,Italy,9 runs,Almeria,19-Oct-21,1316
Ghana,Malawi,Ghana,7 wickets,Rwanda,19-Oct-21,1315
Lesotho,Uganda,Uganda,10 wickets,Kigali,19-Oct-21,1314
Namibia,Sri Lanka,Sri Lanka,7 wickets,Abu Dhabi,18-Oct-21,1313
Ireland,Netherlands,Ireland,7 wickets,Abu Dhabi,18-Oct-21,1312
Bangladesh,Scotland,Scotland,6 runs,Al Amerat,17-Oct-21,1311
Germany,Italy,Germany,4 wickets,Almeria,17-Oct-21,1310
Ghana,Lesotho,Ghana,116 runs,Rwanda,17-Oct-21,1309
Rwanda,Uganda,Uganda,106 runs,Kigali,17-Oct-21,1308
Oman,P.N.G.,Oman,10 wickets,Al Amerat,17-Oct-21,1307
Denmark,Jersey,Jersey,5 runs,Almeria,17-Oct-21,1306
Lesotho,Seychelles,Seychelles,6 wickets,Rwanda,17-Oct-21,1305
Malawi,Swaziland,Malawi,8 wickets,Kigali,17-Oct-21,1304
Italy,Jersey,Jersey,41 runs,Almeria,16-Oct-21,1303
Ghana,Seychelles,Ghana,9 wickets,Rwanda,16-Oct-21,1302
Malawi,Uganda,Uganda,10 wickets,Kigali,16-Oct-21,1301
Denmark,Germany,Germany,6 wickets,Almeria,16-Oct-21,1300
Rwanda,Ghana,Ghana,5 wickets,Rwanda,16-Oct-21,1299
Lesotho,Swaziland,Swaziland,54 runs,Kigali,16-Oct-21,1298
Denmark,Italy,Italy,6 wickets,Almeria,15-Oct-21,1297
Germany,Jersey,Jersey,4 runs,Almeria,15-Oct-21,1296
Namibia,P.N.G.,Namibia,14 runs,ICCA Dubai,10-Oct-21,1295
U.A.E.,Ireland,U.A.E.,7 wickets,ICCA Dubai,10-Oct-21,1294
Namibia,Scotland,Namibia,5 wickets,ICCA Dubai,9-Oct-21,1293
Estonia,Isle of Man,Isle of Man,8 wickets,Episkopi,8-Oct-21,1292
P.N.G.,Scotland,Scotland,8 wickets,ICCA Dubai,8-Oct-21,1291
Cyprus,Estonia,Cyprus,39 runs,Episkopi,8-Oct-21,1290
U.A.E.,Ireland,U.A.E.,54 runs,ICCA Dubai,8-Oct-21,1289
Cyprus,Estonia,Cyprus,79 runs,Episkopi,7-Oct-21,1288
Cyprus,Isle of Man,Isle of Man,3 wickets,Episkopi,7-Oct-21,1287
U.A.E.,Ireland,Ireland,7 wickets,ICCA Dubai,7-Oct-21,1286
Estonia,Isle of Man,Isle of Man,6 wickets,Episkopi,6-Oct-21,1285
Cyprus,Isle of Man,Isle of Man,8 wickets,Episkopi,6-Oct-21,1284
Cyprus,Estonia,Cyprus,8 wickets,Episkopi,5-Oct-21,1283
Cyprus,Estonia,Cyprus,4 wickets,Episkopi,5-Oct-21,1282
U.A.E.,Namibia,Namibia,17 runs,ICCA Dubai,5-Oct-21,1281
Scotland,Zimbabwe,Zimbabwe,6 wickets,Edinburgh,19-Sep-21,1280
Scotland,Zimbabwe,Zimbabwe,10 runs,Edinburgh,17-Sep-21,1279
Uganda,Kenya,Uganda,6 runs,Entebbe,17-Sep-21,1278
Kenya,Nigeria,Nigeria,4 runs,Entebbe,16-Sep-21,1277
Scotland,Zimbabwe,Scotland,7 runs,Edinburgh,15-Sep-21,1276
Uganda,Nigeria,Uganda,55 runs,Entebbe,15-Sep-21,1275
Uganda,Kenya,Uganda,4 wickets,Entebbe,15-Sep-21,1274
Sri Lanka,South Africa,South Africa,10 wickets,Colombo (RPS),14-Sep-21,1273
Kenya,Nigeria,Kenya,61 runs,Entebbe,13-Sep-21,1272
Uganda,Nigeria,Uganda,8 wickets,Entebbe,13-Sep-21,1271
Sri Lanka,South Africa,South Africa,9 wickets,Colombo (RPS),12-Sep-21,1270
Spain,Germany,Spain,1 wicket,Almeria,11-Sep-21,1269
Uganda,Nigeria,Uganda,56 runs,Entebbe,11-Sep-21,1268
Spain,Germany,Spain,5 wickets,Almeria,11-Sep-21,1267
Kenya,Nigeria,Kenya,8 wickets,Entebbe,11-Sep-21,1266
Sri Lanka,South Africa,South Africa,28 runs,Colombo (RPS),10-Sep-21,1265
Uganda,Kenya,Kenya,22 runs,Entebbe,10-Sep-21,1264
Bangladesh,New Zealand,New Zealand,27 runs,Mirpur,10-Sep-21,1263
Spain,Germany,Germany,7 wickets,Almeria,10-Sep-21,1262
Uganda,Kenya,no result,-,Entebbe,10-Sep-21,1261
Bangladesh,New Zealand,Bangladesh,6 wickets,Mirpur,8-Sep-21,1260
Bangladesh,New Zealand,New Zealand,52 runs,Mirpur,5-Sep-21,1259
Hungary,Malta,Hungary,8 wickets,Ilfov County,5-Sep-21,1258
Romania,Luxembourg,Romania,33 runs,Ilfov County,5-Sep-21,1257
Ireland,Zimbabwe,Zimbabwe,5 runs,Bready,4-Sep-21,1256
Romania,Malta,Romania,36 runs,Ilfov County,4-Sep-21,1255
Hungary,Luxembourg,Luxembourg,2 runs,Ilfov County,4-Sep-21,1254
Bulgaria,Czech Rep.,Czech Rep.,7 wickets,Ilfov County,4-Sep-21,1253
Romania,Hungary,Romania,8 runs,Ilfov County,3-Sep-21,1252
Bangladesh,New Zealand,Bangladesh,4 runs,Mirpur,3-Sep-21,1251
Bulgaria,Malta,Malta,7 wickets,Ilfov County,3-Sep-21,1250
Romania,Czech Rep.,Romania,35 runs,Ilfov County,3-Sep-21,1249
Ireland,Zimbabwe,Ireland,64 runs,Bready,2-Sep-21,1248
Luxembourg,Malta,Luxembourg,4 wickets,Ilfov County,2-Sep-21,1247
Czech Rep.,Hungary,Hungary,5 runs,Ilfov County,2-Sep-21,1246
Bulgaria,Luxembourg,Luxembourg,62 runs,Ilfov County,2-Sep-21,1245
Ireland,Zimbabwe,Ireland,40 runs,Bready,1-Sep-21,1244
Bangladesh,New Zealand,Bangladesh,7 wickets,Mirpur,1-Sep-21,1243
Ireland,Zimbabwe,Ireland,7 wickets,Dublin,29-Aug-21,1242
Ireland,Zimbabwe,Zimbabwe,3 runs,Dublin,27-Aug-21,1241
Portugal,Malta,Portugal,3 wickets,Albergaria,22-Aug-21,1240
Finland,Sweden,Sweden,6 wickets,Kerava,22-Aug-21,1239
Portugal,Gibraltar,Portugal,110 runs,Albergaria,22-Aug-21,1238
Finland,Sweden,Sweden,3 wickets,Kerava,22-Aug-21,1237
Gibraltar,Malta,Malta,4 runs,Albergaria,21-Aug-21,1236
Finland,Sweden,Finland,4 wickets,Kerava,21-Aug-21,1235
Rwanda,Ghana,Ghana,7 wickets,Rwanda,21-Aug-21,1234
Portugal,Gibraltar,Portugal,96 runs,Albergaria,21-Aug-21,1233
Finland,Sweden,Finland,4 wickets,Kerava,21-Aug-21,1232
Rwanda,Ghana,Ghana,-,Rwanda,20-Aug-21,1231
Gibraltar,Malta,Malta,8 wickets,Albergaria,20-Aug-21,1230
Rwanda,Ghana,Rwanda,57 runs,Rwanda,20-Aug-21,1229
Portugal,Malta,Portugal,6 wickets,Albergaria,19-Aug-21,1228
Rwanda,Ghana,Ghana,2 wickets,Rwanda,18-Aug-21,1227
Rwanda,Ghana,Rwanda,1 wicket,Rwanda,18-Aug-21,1226
Denmark,Sweden,Denmark,6 wickets,Brondby,15-Aug-21,1225
Denmark,Sweden,Sweden,3 wickets,Brondby,14-Aug-21,1224
Denmark,Sweden,Denmark,8 runs,Brondby,14-Aug-21,1223
Bangladesh,Australia,Bangladesh,60 runs,Mirpur,9-Aug-21,1222
Germany,Norway,Germany,6 wickets,Krefeld,8-Aug-21,1221
Germany,Norway,Norway,51 runs,Krefeld,8-Aug-21,1220
France,Norway,Norway,3 runs,Krefeld,7-Aug-21,1219
Bangladesh,Australia,Australia,3 wickets,Mirpur,7-Aug-21,1218
Germany,France,Germany,48 runs,Krefeld,7-Aug-21,1217
Bangladesh,Australia,Bangladesh,10 runs,Mirpur,6-Aug-21,1216
Germany,France,Germany,2 wickets,Krefeld,6-Aug-21,1215
France,Norway,France,4 wickets,Krefeld,5-Aug-21,1214
Germany,Norway,Germany,5 wickets,Krefeld,5-Aug-21,1213
Bangladesh,Australia,Bangladesh,5 wickets,Mirpur,4-Aug-21,1212
West Indies,Pakistan,no result,-,Providence,3-Aug-21,1211
Bangladesh,Australia,Bangladesh,23 runs,Mirpur,3-Aug-21,1210
West Indies,Pakistan,no result,-,Providence,1-Aug-21,1209
West Indies,Pakistan,Pakistan,7 runs,Providence,31-Jul-21,1208
Sri Lanka,India,Sri Lanka,7 wickets,Colombo (RPS),29-Jul-21,1207
Sri Lanka,India,Sri Lanka,4 wickets,Colombo (RPS),28-Jul-21,1206
West Indies,Pakistan,no result,-,Bridgetown,28-Jul-21,1205
Sri Lanka,India,India,38 runs,Colombo (RPS),25-Jul-21,1204
Zimbabwe,Bangladesh,Bangladesh,5 wickets,Harare,25-Jul-21,1203
Belgium,Austria,Austria,6 wickets,Waterloo,25-Jul-21,1202
Ireland,South Africa,South Africa,49 runs,Belfast,24-Jul-21,1201
Belgium,Austria,Belgium,12 runs,Waterloo,24-Jul-21,1200
Belgium,Austria,Belgium,7 wickets,Waterloo,24-Jul-21,1199
Zimbabwe,Bangladesh,Zimbabwe,23 runs,Harare,23-Jul-21,1198
Ireland,South Africa,South Africa,42 runs,Belfast,22-Jul-21,1197
Zimbabwe,Bangladesh,Bangladesh,8 wickets,Harare,22-Jul-21,1196
England,Pakistan,England,3 wickets,Manchester,20-Jul-21,1195
Ireland,South Africa,South Africa,33 runs,Dublin (Malahide),19-Jul-21,1194
England,Pakistan,England,45 runs,Leeds,18-Jul-21,1193
West Indies,Australia,West Indies,16 runs,Gros Islet,16-Jul-21,1192
England,Pakistan,Pakistan,31 runs,Nottingham,16-Jul-21,1191
West Indies,Australia,Australia,4 runs,Gros Islet,14-Jul-21,1190
West Indies,Australia,West Indies,6 wickets,Gros Islet,12-Jul-21,1189
West Indies,Australia,West Indies,56 runs,Gros Islet,10-Jul-21,1188
Malta,Belgium,Belgium,39 runs,Marsa,10-Jul-21,1187
Malta,Belgium,Malta,-,Marsa,10-Jul-21,1186
West Indies,Australia,West Indies,18 runs,Gros Islet,9-Jul-21,1185
Malta,Belgium,Belgium,4 wickets,Marsa,9-Jul-21,1184
Malta,Belgium,Belgium,10 wickets,Marsa,8-Jul-21,1183
Malta,Belgium,Malta,6 wickets,Marsa,8-Jul-21,1182
West Indies,South Africa,South Africa,25 runs,St George's,3-Jul-21,1181
West Indies,South Africa,West Indies,21 runs,St George's,1-Jul-21,1180
West Indies,South Africa,South Africa,1 run,St George's,29-Jun-21,1179
West Indies,South Africa,South Africa,16 runs,St George's,27-Jun-21,1178
Bulgaria,Romania,Romania,7 wickets,Sofia,27-Jun-21,1177
West Indies,South Africa,West Indies,8 wickets,St George's,26-Jun-21,1176
Bulgaria,Greece,no result,-,Sofia,26-Jun-21,1175
England,Sri Lanka,England,89 runs,Southampton,26-Jun-21,1174
Romania,Serbia,Romania,10 wickets,Sofia,26-Jun-21,1173
Bulgaria,Greece,Bulgaria,64 runs,Sofia,26-Jun-21,1172
Romania,Serbia,Romania,91 runs,Sofia,25-Jun-21,1171
Bulgaria,Romania,Romania,7 wickets,Sofia,25-Jun-21,1170
Greece,Serbia,Greece,5 wickets,Sofia,25-Jun-21,1169
England,Sri Lanka,England,5 wickets,Cardiff,24-Jun-21,1168
Greece,Romania,Romania,3 wickets,Sofia,24-Jun-21,1167
Bulgaria,Serbia,Bulgaria,61 runs,Sofia,24-Jun-21,1166
England,Sri Lanka,England,8 wickets,Cardiff,23-Jun-21,1165
Czech Rep.,Austria,Austria,4 wickets,Vinor,23-May-21,1164
Austria,Luxembourg,Luxembourg,5 wickets,Vinor,23-May-21,1163
Czech Rep.,Luxembourg,Luxembourg,6 wickets,Vinor,22-May-21,1162
Czech Rep.,Austria,Austria,78 runs,Vinor,22-May-21,1161
Austria,Luxembourg,Austria,5 runs,Vinor,21-May-21,1160
Czech Rep.,Luxembourg,Czech Rep.,9 wickets,Vinor,21-May-21,1159
Zimbabwe,Pakistan,Pakistan,24 runs,Harare,25-Apr-21,1158
Nepal,Netherlands,Nepal,142 runs,Kirtipur,24-Apr-21,1157
Zimbabwe,Pakistan,Zimbabwe,19 runs,Harare,23-Apr-21,1156
Nepal,Malaysia,Nepal,69 runs,Kirtipur,22-Apr-21,1155
Zimbabwe,Pakistan,Pakistan,11 runs,Harare,21-Apr-21,1154
Malaysia,Netherlands,tied,-,Kirtipur,21-Apr-21,1153
Nepal,Netherlands,Netherlands,3 wickets,Kirtipur,20-Apr-21,1152
Nepal,Malaysia,Nepal,9 wickets,Kirtipur,19-Apr-21,1151
Malaysia,Netherlands,Netherlands,15 runs,Kirtipur,18-Apr-21,1150
Nepal,Netherlands,Nepal,9 wickets,Kirtipur,17-Apr-21,1149
South Africa,Pakistan,Pakistan,3 wickets,Centurion,16-Apr-21,1148
South Africa,Pakistan,Pakistan,9 wickets,Centurion,14-Apr-21,1147
South Africa,Pakistan,South Africa,6 wickets,Johannesburg,12-Apr-21,1146
South Africa,Pakistan,Pakistan,4 wickets,Johannesburg,10-Apr-21,1145
Namibia,Uganda,Namibia,65 runs,Windhoek,5-Apr-21,1144
Namibia,Uganda,Namibia,20 runs,Windhoek,5-Apr-21,1143
Namibia,Uganda,Namibia,7 wickets,Windhoek,3-Apr-21,1142
New Zealand,Bangladesh,New Zealand,65 runs,Auckland,1-Apr-21,1141
New Zealand,Bangladesh,New Zealand,28 runs,Napier,30-Mar-21,1140
New Zealand,Bangladesh,New Zealand,66 runs,Hamilton,28-Mar-21,1139
India,England,India,36 runs,Ahmedabad,20-Mar-21,1138
Afghanistan,Zimbabwe,Afghanistan,47 runs,Abu Dhabi,20-Mar-21,1137
Afghanistan,Zimbabwe,Afghanistan,45 runs,Abu Dhabi,19-Mar-21,1136
India,England,India,8 runs,Ahmedabad,18-Mar-21,1135
Afghanistan,Zimbabwe,Afghanistan,48 runs,Abu Dhabi,17-Mar-21,1134
India,England,England,8 wickets,Ahmedabad,16-Mar-21,1133
India,England,India,7 wickets,Ahmedabad,14-Mar-21,1132
India,England,England,8 wickets,Ahmedabad,12-Mar-21,1131
West Indies,Sri Lanka,West Indies,3 wickets,Coolidge,7-Mar-21,1130
New Zealand,Australia,New Zealand,7 wickets,Wellington,7-Mar-21,1129
West Indies,Sri Lanka,Sri Lanka,43 runs,Coolidge,5-Mar-21,1128
New Zealand,Australia,Australia,50 runs,Wellington,5-Mar-21,1127
West Indies,Sri Lanka,West Indies,4 wickets,Coolidge,3-Mar-21,1126
New Zealand,Australia,Australia,64 runs,Wellington,3-Mar-21,1125
New Zealand,Australia,New Zealand,4 runs,Dunedin,25-Feb-21,1124
New Zealand,Australia,New Zealand,53 runs,Christchurch,22-Feb-21,1123
Pakistan,South Africa,Pakistan,4 wickets,Lahore,14-Feb-21,1122
Pakistan,South Africa,South Africa,6 wickets,Lahore,13-Feb-21,1121
Pakistan,South Africa,Pakistan,3 runs,Lahore,11-Feb-21,1120
New Zealand,Pakistan,Pakistan,4 wickets,Napier,22-Dec-20,1119
New Zealand,Pakistan,New Zealand,9 wickets,Hamilton,20-Dec-20,1118
New Zealand,Pakistan,New Zealand,5 wickets,Auckland,18-Dec-20,1117
Australia,India,Australia,12 runs,Sydney,8-Dec-20,1116
Australia,India,India,6 wickets,Sydney,6-Dec-20,1115
Australia,India,India,11 runs,Canberra,4-Dec-20,1114
South Africa,England,England,9 wickets,Cape Town,1-Dec-20,1113
New Zealand,West Indies,no result,-,Mount Maunganui,30-Nov-20,1112
South Africa,England,England,4 wickets,Paarl,29-Nov-20,1111
New Zealand,West Indies,New Zealand,72 runs,Mount Maunganui,29-Nov-20,1110
South Africa,England,England,5 wickets,Cape Town,27-Nov-20,1109
New Zealand,West Indies,New Zealand,5 wickets,Auckland,27-Nov-20,1108
Pakistan,Zimbabwe,Pakistan,8 wickets,Rawalpindi,10-Nov-20,1107
Pakistan,Zimbabwe,Pakistan,8 wickets,Rawalpindi,8-Nov-20,1106
Pakistan,Zimbabwe,Pakistan,6 wickets,Rawalpindi,7-Nov-20,1105
Romania,Bulgaria,Romania,6 wickets,Ilfov County,18-Oct-20,1104
Romania,Bulgaria,Romania,34 runs,Ilfov County,17-Oct-20,1103
Romania,Bulgaria,Romania,52 runs,Ilfov County,17-Oct-20,1102
Romania,Bulgaria,Bulgaria,33 runs,Ilfov County,16-Oct-20,1101
Bulgaria,Malta,no result,-,Sofia,24-Sep-20,1100
Bulgaria,Malta,Malta,8 wickets,Sofia,23-Sep-20,1099
Bulgaria,Malta,Malta,57 runs,Sofia,23-Sep-20,1098
England,Australia,Australia,5 wickets,Southampton,8-Sep-20,1097
England,Australia,England,6 wickets,Southampton,6-Sep-20,1096
England,Australia,England,2 runs,Southampton,4-Sep-20,1095
England,Pakistan,Pakistan,5 runs,Manchester,1-Sep-20,1094
England,Pakistan,England,5 wickets,Manchester,30-Aug-20,1093
Luxembourg,Belgium,Belgium,49 runs,Walferdange,30-Aug-20,1092
Belgium,Czech Rep.,Belgium,87 runs,Walferdange,30-Aug-20,1091
Belgium,Czech Rep.,Belgium,46 runs,Walferdange,29-Aug-20,1090
Luxembourg,Belgium,Belgium,37 runs,Walferdange,29-Aug-20,1089
Luxembourg,Czech Rep.,Czech Rep.,5 wickets,Walferdange,29-Aug-20,1088
England,Pakistan,no result,-,Manchester,28-Aug-20,1087
Luxembourg,Czech Rep.,Luxembourg,63 runs,Walferdange,28-Aug-20,1086
Guernsey,Isle of Man,Guernsey,8 wickets,St Peter Port,21-Aug-20,1085
Bangladesh,Zimbabwe,Bangladesh,9 wickets,Mirpur,11-Mar-20,1084
Afghanistan,Ireland,tied,-,Greater Noida,10-Mar-20,1083
Bangladesh,Zimbabwe,Bangladesh,48 runs,Mirpur,9-Mar-20,1082
Spain,Germany,Germany,58 runs,Almeria,8-Mar-20,1081
Spain,Germany,Spain,9 wickets,Almeria,8-Mar-20,1080
Afghanistan,Ireland,Afghanistan,21 runs,Greater Noida,8-Mar-20,1079
Sri Lanka,West Indies,West Indies,7 wickets,Pallekele,6-Mar-20,1078
Afghanistan,Ireland,Afghanistan,11 runs,Greater Noida,6-Mar-20,1077
Hong Kong,Malaysia,Hong Kong,6 wickets,Bangkok,6-Mar-20,1076
Sri Lanka,West Indies,West Indies,25 runs,Pallekele,4-Mar-20,1075
Hong Kong,Singapore,Singapore,16 runs,Bangkok,4-Mar-20,1074
Thailand,Nepal,Nepal,9 wickets,Bangkok,4-Mar-20,1073
Thailand,Hong Kong,Hong Kong,8 wickets,Bangkok,3-Mar-20,1072
Malaysia,Singapore,Singapore,128 runs,Bangkok,3-Mar-20,1071
Thailand,Malaysia,Malaysia,8 wickets,Bangkok,1-Mar-20,1070
Hong Kong,Nepal,Hong Kong,43 runs,Bangkok,1-Mar-20,1069
Malaysia,Nepal,Malaysia,22 runs,Bangkok,29-Feb-20,1068
Thailand,Singapore,Singapore,43 runs,Bangkok,29-Feb-20,1067
Kuwait,U.A.E.,U.A.E.,102 runs,Al Amerat,27-Feb-20,1066
South Africa,Australia,Australia,97 runs,Cape Town,26-Feb-20,1065
Bahrain,Kuwait,Kuwait,87 runs,Al Amerat,26-Feb-20,1064
Qatar,U.A.E.,U.A.E.,28 runs,Al Amerat,26-Feb-20,1063
Malaysia,Hong Kong,Malaysia,6 wickets,Kuala Lumpur,26-Feb-20,1062
Bahrain,Qatar,Bahrain,6 wickets,Al Amerat,25-Feb-20,1061
Iran,Kuwait,Kuwait,8 wickets,Al Amerat,25-Feb-20,1060
Oman,Maldives,Oman,10 wickets,Al Amerat,25-Feb-20,1059
Saudi Arabia,U.A.E.,U.A.E.,12 runs,Al Amerat,25-Feb-20,1058
Bahrain,Maldives,Bahrain,65 runs,Al Amerat,24-Feb-20,1057
Kuwait,U.A.E.,U.A.E.,47 runs,Al Amerat,24-Feb-20,1056
Malaysia,Hong Kong,Malaysia,13 runs,Kuala Lumpur,24-Feb-20,1055
Iran,Saudi Arabia,Saudi Arabia,9 wickets,Al Amerat,24-Feb-20,1054
Oman,Qatar,Qatar,34 runs,Al Amerat,24-Feb-20,1053
South Africa,Australia,South Africa,12 runs,Gqeberha,23-Feb-20,1052
Malaysia,Hong Kong,Malaysia,8 runs,Kuala Lumpur,23-Feb-20,1051
Kuwait,Saudi Arabia,Kuwait,9 wickets,Al Amerat,23-Feb-20,1050
Oman,Bahrain,Oman,8 wickets,Al Amerat,23-Feb-20,1049
Iran,U.A.E.,U.A.E.,10 wickets,Al Amerat,23-Feb-20,1048
Maldives,Qatar,Qatar,106 runs,Al Amerat,23-Feb-20,1047
South Africa,Australia,Australia,107 runs,Johannesburg,21-Feb-20,1046
Malaysia,Hong Kong,Malaysia,35 runs,Kuala Lumpur,21-Feb-20,1045
Malaysia,Hong Kong,Malaysia,21 runs,Kuala Lumpur,20-Feb-20,1044
South Africa,England,England,5 wickets,Centurion,16-Feb-20,1043
Qatar,Uganda,Uganda,18 runs,Doha,15-Feb-20,1042
South Africa,England,England,2 runs,Durban,14-Feb-20,1041
Qatar,Uganda,Qatar,28 runs,Doha,13-Feb-20,1040
South Africa,England,South Africa,1 run,East London,12-Feb-20,1039
Qatar,Uganda,Qatar,40 runs,Doha,12-Feb-20,1038
New Zealand,India,India,7 runs,Mount Maunganui,2-Feb-20,1037
New Zealand,India,tied,-,Wellington,31-Jan-20,1036
New Zealand,India,tied,-,Hamilton,29-Jan-20,1035
New Zealand,India,India,7 wickets,Auckland,26-Jan-20,1034
Pakistan,Bangladesh,Pakistan,9 wickets,Lahore,25-Jan-20,1033
